time_s,ax_ms2,ay_ms2,az_ms2
51.23,-0.2542374,7.0935225,6.433702
51.25,-0.08315059,7.0689964,6.562316
51.27,0.0077766734,7.077371,6.3888364
51.29,-0.02632105,7.115058,6.136992
51.31,-0.14297116,7.137192,6.0831532
51.33,-0.15493527,7.1210403,6.2285175
51.351,-0.11006984,7.088737,6.4737816
51.371,-0.023928227,7.1228347,6.579066
51.391,-0.0041874396,7.1395845,6.387042
51.411,-0.047258247,7.1569324,6.13759
51.431,-0.12023934,7.1503525,6.075975
51.451,-0.21355942,7.1527452,6.2255263
51.471,-0.25782663,7.18445,6.3403816
51.491,-0.2656033,7.1934233,6.3338017
51.511,-0.25722843,7.1766734,6.361319
51.53,-0.22911277,7.1365933,6.413961
51.55,-0.17467605,7.1078796,6.3774705
51.57,-0.111864455,7.0618176,6.3110695
51.59,-0.07058827,7.0043902,6.3481584
51.61,-0.05682954,6.960123,6.3427744
51.63,-0.04007978,6.955337,6.1447687
51.65,-0.06999006,6.927222,6.0161543
51.67,-0.064008005,6.9158554,6.0508504
51.69,-0.0059820567,6.9296145,6.099903
51.71,0.02751746,6.975078,6.161518
51.73,-0.06699903,6.9972115,6.341578
51.75,-0.18364914,7.036693,6.495317
51.77,-0.18065812,7.0678,6.4163537
51.79,-0.17527425,7.0540414,6.282356
51.81,-0.23928227,7.070791,6.3140607
51.83,-0.29850462,7.0857463,6.29432
51.85,-0.25902304,7.0408807,6.1830535
51.87,-0.1698904,6.8799634,6.1914287
51.89,-0.06580263,6.6771717,6.0137615
51.91,0.069391854,6.61436,5.5106707
51.93,0.098703936,6.678966,5.163113
51.95,0.09032906,6.812366,5.1673007
51.97,0.2745764,7.0731835,5.6650076
51.99,0.23688944,7.157531,6.980462
52.01,-0.09092726,7.138388,8.035098
52.03,-0.29012975,7.1916285,8.188239
52.05,-0.4660022,7.1449685,7.422536
52.07,-0.5694918,7.1431737,6.230312
52.09,-0.59282184,7.1527452,5.2845488
52.11,-0.526421,7.1072817,5.098507
52.13,-0.44865423,6.9906316,5.5316076
52.15,-0.34037903,6.9702926,6.1848483
52.17,-0.20877378,6.966105,6.6562343
52.19,-0.031106694,6.9655066,6.7351975
52.21,-0.0029910284,6.903293,6.530611
52.23,-0.12562318,6.908677,6.2715883
52.25,-0.31166515,6.934998,6.0287166
52.27,-0.40677986,6.963114,5.871987
52.29,-0.46779683,6.9385877,5.953941
52.31,-0.49830532,6.9158554,6.093921
52.33,-0.31944183,6.9385877,5.9353967
52.35,-0.12323037,6.940382,5.849853
52.37,-0.08554341,6.9248285,6.046663
52.39,-0.14177474,6.921838,6.1657057
52.41,-0.14297116,6.9702926,6.1034923
52.43,-0.15672988,6.9589267,6.16092
52.45,-0.18005991,6.8805614,6.2195444
52.47,-0.19441684,6.821339,6.018547
52.49,-0.123828575,6.841678,5.6799626
52.51,-0.066400826,6.8410797,5.556134
52.53,-0.04426722,6.8428745,5.5579286
52.55,0.020937199,6.8775706,5.536393
52.57,0.11306087,6.9302125,5.6823554
52.59,0.106480606,6.9224358,6.0394845
52.61,-0.020937199,6.910472,6.2991056
52.63,-0.17288144,6.9044895,6.352944
52.65,-0.34516466,6.86441,6.343373
52.67,-0.39780676,6.8075805,6.1531434
52.69,-0.2111666,6.7878394,5.7140603
52.71,0.08673982,6.806982,5.577071
52.73,0.2638087,6.7704916,5.9204416
52.75,0.32183465,6.7573314,6.175277
52.77,0.3074777,6.8105717,6.192625
52.79,0.2548356,6.8458657,6.2231336
52.81,0.17288144,6.8721867,6.3218374
52.83,0.12023934,6.948757,6.598807
52.85,-0.0035892338,6.957132,6.8171515
52.87,0.040677983,7.0396843,6.605985
52.89,0.098703936,7.1186476,6.3607206
52.91,0.04007978,7.099505,6.4606214
52.93,-0.08733802,7.0378895,6.586244
52.95,-0.18664017,6.980462,6.524031
52.97,-0.25782663,6.923034,6.4343
52.99,-0.34097722,6.863812,6.467201
53.01,-0.36011982,6.778867,6.4055862
53.03,-0.28235307,6.7094746,6.218348
53.05,-0.21355942,6.641279,6.1471615
53.07,-0.16151553,6.5886374,6.1848483
53.09,-0.16091733,6.5724854,6.22433
53.11,-0.17527425,6.63769,6.2793646
53.13,-0.17766708,6.6975107,6.3278193
53.15,-0.1585245,6.747162,6.393622
53.17,-0.24227329,6.8219376,6.524031
53.19,-0.31046873,6.888338,6.4719872
53.21,-0.34576288,6.9966135,6.515058
53.23,-0.39661035,6.9786673,6.611369
53.25,-0.39421752,7.029515,6.6622167
53.27,-0.38464624,7.0169525,6.598807
53.29,-0.30927232,6.980462,6.431309
53.31,-0.24227329,6.980462,6.3086767
